Block,Average Revenue,Total Revenue,Ride Count
40.775 -73.91,15.34,156957.47,10229
40.975 -73.82,104.3,104.3,1
40.865 -74.245,7.56,7.56,1
40.66 -73.875,13.79,124.11,9
40.62 -74.275,175.02,175.02,1
34.525 -66.685,22.56,22.56,1
40.665 -73.875,20.22,687.48,34
40.675 -74.38,5.92,17.76,3
40.73 -73.885,46.37,19152.38,413
54.36 -64.905,12.3,12.3,1
40.075 -74.475,20.8,20.8,1
40.63 -74.165,41.4,82.8,2
40.225 -74.73,300.3,300.3,1
40.8 -74.155,70.8,283.2,4
40.72 -73.795,22.32,1897.26,85
52.69 -61.86,9.8,9.8,1
40.7 -74.2,12.3,24.6,2
40.535 -74.02,5.8,5.8,1
40.78 -73.665,3.42,6.85,2
41.105 -73.405,161.3,322.6,2
40.435 -73.985,8.8,8.8,1
40.75 -74.29,14.3,14.3,1
40.595 -74.06,122.62,122.62,1
40.625 -74.09,51.63,51.63,1
40.87 -73.44,94.3,94.3,1
41.08 -66.305,27.25,27.25,1
41.015 -73.57,191.13,191.13,1
40.79 -74.21,98.63,295.9,3
40.66 -74.2,48.13,144.4,3
40.67 -73.53,140.99,281.97,2
40.775 -73.655,89.15,89.15,1
40.77 -73.755,8.97,26.9,3
40.755 -74.1,63.52,317.61,5
40.735 -73.82,19.43,1224.18,63
40.82 -74.15,15.37,15.37,1
40.81 -74.12,65.61,262.46,4
40.85 -74.205,95.35,476.75,5
40.805 -74.105,60.74,242.95,4
40.925 -74.245,6.3,6.3,1
40.62 -73.955,20.28,1947.26,96
40.785 -73.745,35.27,176.34,5
41.115 -73.46,301.55,301.55,1
40.54 -73.96,58.34,58.34,1
40.74 -73.625,75.61,151.23,2
40.795 -73.425,140.8,140.8,1
40.625 -74.01,17.13,531.18,31
40.755 -74.3,115.05,115.05,1
40.95 -73.98,8.5,8.5,1
28.915 -99.395,13.3,13.3,1
42.01 -68.325,6.3,6.3,1
40.54 -74.385,4.3,4.3,1
39.915 -68.055,45.96,45.96,1
40.805 -73.52,155.3,155.3,1
4.79 -73.955,19.4,19.4,1
40.78 -73.85,58.45,175.34,3
40.94 -73.75,95.3,95.3,1
40.915 -74.025,145.34,290.68,2
40.75 -73.92,16.47,3194.77,194
41.035 -73.66,191.34,191.34,1
40.81 -73.905,17.24,3672.95,213
40.73 -73.94,19.44,2196.49,113
40.895 -74.15,125.3,125.3,1
36.2 -79.47,22.8,22.8,1
40.78 -73.855,41.33,123.98,3
41.775 -74.65,16.85,50.56,3
40.76 -73.76,53.51,695.69,13
40.56 -73.62,16.62,16.62,1
40.775 -73.8,21.07,105.33,5
40.765 -73.97,12.63,11570909.49,916450
40.9 -73.82,150.3,300.6,2
40.99 -73.68,147.84,147.84,1
40.85 -74.09,50.7,101.41,2
40.73 -74.115,105.65,105.65,1
40.885 -73.885,14.94,224.09,15
40.86 -73.845,18.51,499.72,27
40.615 -73.915,28.96,550.33,19
40.94 -74.125,99.18,595.1,6
41.115 -73.57,225.3,225.3,1
40.61 -73.915,39.45,197.26,5
41.055 -73.74,128.02,256.04,2
40.69 -73.825,11.89,963.41,81
40.85 -73.41,170.07,510.2,3
41.03 -73.615,150.38,150.38,1
40.52 -74.41,76.59,459.55,6
40.995 -74.13,113.5,113.5,1
40.675 -73.765,16.42,410.55,25
40.805 -73.74,126.13,126.13,1
41.06 -73.84,159.36,318.71,2
40.64 -74.52,70.0,70.0,1
40.815 -74.04,10.8,10.8,1
40.795 -73.915,13.13,485.83,37
40.845 -73.825,23.24,790.19,34
40.815 -73.89,15.92,684.68,43
40.72 -74.055,24.18,532.03,22
40.745 -74.095,8.03,16.06,2
40.85 -74.11,110.05,110.05,1
40.46 -73.81,7.6,15.2,2
40.545 -73.99,51.3,51.3,1
40.77 -74.03,60.21,5539.3,92
40.92 -74.16,15.3,15.3,1
40.635 -73.915,20.7,1407.81,68
41.21 -74.595,14.3,14.3,1
40.64 -73.535,194.8,194.8,1
40.64 -73.625,33.3,33.3,1
40.865 -73.33,210.3,210.3,1
40.87 -73.99,13.99,97.96,7
40.815 -74.205,99.08,594.5,6
40.68 -74.345,176.3,176.3,1
40.775 -73.96,12.35,8846161.97,716517
40.845 -74.185,71.0,71.0,1
40.73 -74.325,13.65,27.3,2
40.945 -74.1,130.34,260.68,2
40.645 -73.7,4.3,4.3,1
40.76 -3.99,11.76,11.76,1
40.325 -74.28,82.8,165.6,2
40.79 -73.89,17.44,523.18,30
40.745 -74.025,31.01,1953.44,63
40.855 -74.03,25.04,250.38,10
40.745 -73.735,57.17,228.7,4
40.775 -74.0,14.49,1217.36,84
40.91 -73.95,23.43,117.14,5
40.57 -74.315,0.31,0.31,1
40.995 -73.8,153.75,153.75,1
40.765 -74.375,14.75,14.75,1
40.925 -73.725,4.3,4.3,1
44.565 -69.84,7.8,7.8,1
45.305 -82.21,10.3,10.3,1
40.89 -74.55,11.3,11.3,1
40.795 -74.025,30.71,214.97,7
40.44 -73.3,10.79,10.79,1
40.825 -74.175,12.71,38.12,3
40.935 -73.99,0.31,0.62,2
40.7 -73.78,16.51,247.72,15
40.615 -74.105,23.42,93.7,4
40.845 -73.95,37.96,75.93,2
34.53 -72.095,12.8,12.8,1
45.88 -80.53,12.96,12.96,1
40.6 -73.905,48.26,772.16,16
40.835 -73.965,25.64,153.84,6
40.785 -73.62,47.8,95.6,2
40.955 -73.955,91.76,825.87,9
40.84 -74.13,129.91,519.63,4
40.595 -73.93,15.18,91.1,6
40.325 -74.67,10.8,10.8,1
40.925 -73.79,61.68,740.16,12
44.33 -74.84,8.5,8.5,1
40.75 -73.76,45.59,547.13,12
41.065 -73.71,69.81,139.61,2
40.98 -74.285,12.96,12.96,1
40.64 -73.69,158.57,317.14,2
40.895 -74.275,138.96,138.96,1
40.955 -74.03,123.75,371.25,3
40.77 -74.02,49.74,6316.6,127
40.845 -73.83,16.83,656.38,39
40.67 -74.13,16.08,32.16,2
40.735 -73.585,68.75,549.96,8
40.895 -73.88,13.98,391.45,28
40.64 -73.61,3.8,3.8,1
38.76 -77.855,7.8,7.8,1
40.76 -74.255,145.67,437.0,3
40.755 -74.26,210.36,210.36,1
40.66 -74.34,100.3,100.3,1
40.68 -73.855,26.39,606.94,23
40.83 -73.99,44.4,710.37,16
40.72 -74.22,56.97,170.9,3
40.73 -74.055,38.0,3001.78,79
40.585 -74.19,29.95,149.76,5
40.745 -73.79,21.32,405.08,19
40.925 -74.085,66.78,133.55,2
40.71 -73.995,27.23,213352.24,7834
41.07 -73.55,205.84,411.67,2
40.95 -73.965,151.56,151.56,1
40.77 -74.29,80.09,160.19,2
40.66 -74.31,53.8,53.8,1
40.56 -73.94,7.3,7.3,1
40.665 -74.295,21.86,87.46,4
41.435 -73.685,250.3,250.3,1
40.605 -74.695,254.24,762.71,3
40.795 -73.86,8.3,8.3,1
40.83 -73.87,14.95,987.0,66
40.92 -74.14,110.3,110.3,1
40.545 -74.23,83.3,83.3,1
40.855 -74.125,15.36,30.72,2
40.76 -74.175,103.67,311.0,3
40.82 -72.86,111.55,223.1,2
40.59 -74.19,74.05,148.1,2
40.555 -73.99,8.77,17.55,2
40.665 -74.13,19.3,38.6,2
40.525 -73.955,7.8,7.8,1
40.54 -73.94,10.8,10.8,1
40.83 -73.165,210.8,210.8,1
40.84 -74.0,69.11,345.56,5
40.555 -74.04,7.93,15.86,2
40.775 -74.52,20.41,40.81,2
41.32 -74.12,174.71,174.71,1
40.695 -73.72,9.8,29.4,3
40.835 -73.985,47.01,423.13,9
40.625 -73.945,19.8,970.19,49
40.615 -74.01,24.99,824.7,33
41.045 -73.765,73.09,146.18,2
40.98 -73.795,106.11,742.75,7
40.925 -73.88,8.8,8.8,1
40.925 -74.015,20.16,20.16,1
40.79 -74.35,225.23,225.23,1
40.955 -73.82,130.64,783.82,6
40.685 -73.515,144.34,144.34,1
40.65 -74.01,20.28,12879.87,635
40.895 -74.07,8.3,8.3,1
40.725 -74.13,61.99,557.91,9
40.955 -74.135,126.36,252.71,2
40.75 -73.72,12.8,102.4,8
41.045 -74.03,77.55,155.1,2
40.685 -74.2,126.05,252.1,2
40.975 -73.825,85.8,85.8,1
40.79 -73.815,20.87,375.6,18
40.895 -74.33,6.8,13.6,2
40.445 -73.67,48.36,48.36,1
40.84 -73.84,18.06,1643.14,91
40.68 -73.965,15.57,89560.04,5751
40.615 -73.905,9.35,9.35,1
40.58 -73.855,63.63,63.63,1
40.555 -74.14,45.21,45.21,1
40.73 -73.815,20.06,4052.11,202
40.67 -74.255,106.05,106.05,1
40.895 -73.87,14.49,666.55,46
40.71 -74.205,30.8,92.4,3
40.645 -73.535,79.51,477.03,6
40.64 -73.93,23.74,902.0,38
41.055 -73.6,24.35,24.35,1
40.665 -73.835,54.72,6840.25,125
40.745 -74.255,73.53,220.6,3
40.605 -73.75,60.31,241.25,4
40.865 -73.825,40.27,926.17,23
40.63 -73.71,98.97,197.94,2
40.715 -73.96,15.89,1215082.15,76473
40.35 -74.62,227.33,454.65,2
40.82 -74.12,91.38,365.51,4
40.34 -74.15,216.3,216.3,1
40.855 -74.18,50.03,100.06,2
40.71 -74.105,78.54,1178.17,15
41.115 -73.51,180.8,180.8,1
40.635 -73.77,20.81,208.09,10
40.9 -74.315,11.16,11.16,1
41.015 -73.88,105.3,105.3,1
40.63 -73.98,13.06,887.89,68
40.78 -73.935,14.7,470.4,32
40.8 -74.0,34.66,519.93,15
40.695 -74.12,60.2,180.6,3
47.595 -85.68,17.29,17.29,1
41.41 -73.15,18.02,54.06,3
41.685 -73.87,200.3,200.3,1
40.62 -74.09,10.8,10.8,1
40.675 -73.865,23.7,4693.31,198
40.04 -74.6,9.8,9.8,1
40.73 -73.705,43.48,565.2,13
40.595 -74.295,28.3,28.3,1
40.67 -73.78,26.46,2354.57,89
40.75 -73.975,14.77,16967630.29,1148707
40.865 -73.915,14.82,800.39,54
40.7 -74.065,20.33,101.64,5
40.33 -74.57,0.3,0.6,2
40.765 -73.925,16.83,279623.6,16619
40.78 -73.815,20.23,141.61,7
40.625 -73.935,17.39,1061.06,61
39.88 -75.24,300.3,300.3,1
40.7 -73.94,14.07,87318.52,6208
40.83 -74.48,165.35,165.35,1
38.845 -77.81,6.0,6.0,1
40.815 -74.15,93.0,279.0,3
40.85 -73.36,240.8,240.8,1
40.72 -74.205,15.96,15.96,1
40.665 -73.935,15.52,4361.74,281
40.945 -73.97,165.8,165.8,1
40.9 -73.79,8.8,8.8,1
40.7 -73.685,48.69,146.06,3
40.555 -73.995,9.43,47.15,5
40.97 -73.74,148.13,148.13,1
40.76 -73.425,133.8,133.8,1
40.71 -74.03,12.12,72.72,6
40.815 -73.97,14.0,153.97,11
41.075 -73.65,220.8,220.8,1
40.79 -74.28,13.8,13.8,1
40.675 -73.82,16.62,814.16,49
40.875 -74.25,9.08,18.16,2
40.69 -73.74,60.49,302.45,5
40.78 -73.77,27.81,333.7,12
40.775 -73.775,22.18,88.7,4
40.615 -73.94,7.43,118.87,16
40.75 -74.05,45.22,1175.85,26
40.655 -74.64,170.06,510.17,3
40.7 -74.4,133.88,267.77,2
40.665 -73.635,68.15,68.15,1
55.82 -68.005,5.8,5.8,1
40.75 -74.005,14.4,7484136.03,519605
41.015 -74.15,81.3,162.6,2
40.71 -73.98,20.65,14313.16,693
40.89 -73.64,18.36,18.36,1
40.495 -74.455,195.3,195.3,1
40.78 -74.135,74.75,74.75,1
44.29 -68.72,7.56,7.56,1
41.075 -73.475,214.3,642.9,3
41.055 -74.07,180.77,2530.72,14
40.78 -74.0,16.01,688.59,43
40.77 -73.72,62.3,62.3,1
40.855 -74.235,44.65,223.26,5
40.61 -74.265,7.15,14.3,2
40.765 -73.78,20.03,60.08,3
40.665 -73.75,49.74,1293.37,26
40.63 -73.745,21.8,21.8,1
40.9 -74.105,10.37,10.37,1
38.92 -65.575,6.36,6.36,1
40.515 -74.355,152.3,152.3,1
40.595 -74.145,105.3,105.3,1
40.815 -73.685,80.3,80.3,1
40.665 -74.055,18.05,36.1,2
40.73 -73.465,80.67,161.35,2
40.62 -73.975,9.64,6189.38,642
40.845 -74.08,44.3,88.6,2
40.66 -74.045,11.36,34.09,3
40.725 -74.165,73.81,73.81,1
40.76 -73.225,160.3,160.3,1
40.755 -74.095,91.08,637.58,7
46.93 -71.1,11.3,11.3,1
45.945 -75.81,11.7,11.7,1
41.07 -73.675,15.3,15.3,1
42.32 -75.98,8.8,8.8,1
40.72 -73.47,81.54,244.61,3
40.675 -73.98,15.79,182553.4,11560
40.615 -73.975,9.08,4474.9,493
40.685 -74.18,36.97,110.9,3
41.06 -73.865,129.74,2335.33,18
40.79 -74.48,20.8,20.8,1
40.525 -74.36,173.3,173.3,1
40.64 -74.895,380.45,380.45,1
41.035 -74.0,175.3,175.3,1
41.035 -73.665,179.57,359.15,2
40.57 -73.78,46.46,92.92,2
40.86 -74.195,37.18,148.71,4
40.935 -74.0,123.85,247.7,2
40.67 -73.745,39.08,117.24,3
46.04 -81.79,7.3,7.3,1
40.77 -74.13,8.8,8.8,1
40.675 -74.08,18.14,54.42,3
40.765 -73.65,75.3,75.3,1
40.765 -73.425,125.98,5543.07,44
41.1 -73.97,3.55,7.1,2
40.685 -73.76,15.05,135.46,9
40.61 -74.07,55.8,111.6,2
40.7 -73.33,77.3,77.3,1
40.485 -74.43,217.3,217.3,1
40.7 -73.85,21.79,348.66,16
40.825 -74.13,90.3,90.3,1
40.905 -73.975,70.47,140.93,2
40.775 -74.06,61.89,3775.57,61
49.875 -61.645,14.16,14.16,1
40.855 -74.225,11.76,11.76,1
40.785 -73.915,15.71,2246.08,143
40.98 -73.805,83.8,251.4,3
40.87 -74.22,12.36,12.36,1
41.07 -74.1,100.3,100.3,1
40.645 -73.77,57.6,403.2,7
36.285 -76.56,13.56,13.56,1
40.82 -73.615,118.8,118.8,1
404.865 -73.99,21.8,21.8,1
40.73 -74.38,162.36,162.36,1
40.825 -73.41,150.8,150.8,1
40.9 -74.255,105.5,3587.11,34
40.895 -73.94,91.7,916.97,10
41.19 -73.885,150.8,150.8,1
40.665 -73.705,52.6,263.0,5
40.55 -74.2,131.3,131.3,1
40.89 -74.21,14.3,14.3,1
39.77 -76.155,12.8,12.8,1
41.17 -64.3,12.36,12.36,1
40.535 -74.53,273.05,273.05,1
40.715 -73.985,16.23,277943.57,17128
40.715 -73.65,124.34,124.34,1
40.77 -73.77,16.3,48.9,3
40.97 -74.15,151.63,151.63,1
40.92 -73.805,72.84,582.73,8
40.605 -74.03,39.08,547.15,14
41.095 -74.08,110.0,110.0,1
40.425 -74.24,25.3,25.3,1
40.82 -73.285,195.57,391.15,2
40.81 -73.485,94.31,471.55,5
45.145 -62.21,6.8,6.8,1
40.635 -73.715,78.67,236.0,3
40.865 -73.73,75.8,75.8,1
40.78 -74.14,24.36,24.36,1
40.775 -74.055,16.03,96.16,6
40.785 -73.79,79.29,317.15,4
40.82 -74.16,30.34,121.35,4
5.565 -73.97,13.56,13.56,1
40.77 -74.42,64.8,129.6,2
40.605 -73.93,25.47,101.9,4
40.72 -73.435,102.03,204.05,2
41.03 -73.67,68.67,343.33,5
40.835 -74.375,66.34,66.34,1
40.96 -73.895,3.8,3.8,1
40.82 -74.345,11.3,11.3,1
40.56 -74.15,90.3,90.3,1
42.27 -71.12,995.3,995.3,1
40.935 -74.08,133.56,133.56,1
40.775 -74.125,10.0,10.0,1
42.405 -64.765,8.8,8.8,1
40.735 -74.035,56.76,9933.69,175
40.85 -74.06,12.36,12.36,1
40.615 -74.18,81.94,81.94,1
40.585 -74.06,18.3,18.3,1
40.785 -73.385,220.8,220.8,1
40.885 -73.915,23.18,2898.01,125
40.73 -73.835,61.7,6910.56,112
40.79 -73.875,10.98,54.92,5
40.77 -74.105,15.97,47.9,3
40.885 -73.79,44.21,88.43,2
37.31 -74.36,19.3,19.3,1
40.945 -73.74,65.67,262.7,4
40.765 -74.255,110.31,330.93,3
41.1 -73.93,197.15,197.15,1
40.81 -73.33,100.3,100.3,1
40.71 -74.045,52.5,892.49,17
40.59 -74.09,28.06,112.25,4
40.92 -74.325,16.33,32.66,2
40.775 -73.485,16.3,16.3,1
40.52 -73.64,4.8,4.8,1
41.005 -74.07,2.05,4.11,2
40.685 -73.955,14.32,98414.08,6872
40.79 -73.81,16.76,117.35,7
34.47 -77.935,8.16,8.16,1
40.68 -73.985,16.57,124865.7,7536
40.825 -74.06,56.88,170.65,3
40.805 -74.21,94.82,284.45,3
41.41 -74.93,16.8,16.8,1
40.88 -74.245,71.21,142.42,2
40.77 -74.06,63.0,315.02,5
40.855 -73.88,21.07,1221.83,58
40.73 -73.805,17.68,724.73,41
41.15 -73.85,150.3,300.6,2
40.77 -74.255,138.68,277.35,2
41.04 -73.52,52.8,52.8,1
40.675 -74.065,12.03,409.15,34
40.925 -73.96,71.12,355.62,5
40.65 -73.89,22.91,710.31,31
40.66 -73.9,14.41,533.05,37
40.945 -74.115,125.05,125.05,1
40.835 -73.71,87.44,262.31,3
40.63 -73.855,6.96,6.96,1
40.14 -74.39,8.8,8.8,1
40.765 -73.8,18.58,204.37,11
40.71 -74.245,17.76,17.76,1
40.96 -73.87,3.3,3.3,1
40.915 -74.055,38.47,115.4,3
40.765 -73.64,68.15,204.44,3
40.72 -73.415,154.3,308.6,2
40.67 -73.855,42.75,1539.15,36
41.77 -72.9,600.35,600.35,1
40.975 -74.275,12.96,12.96,1
40.645 -74.33,62.84,125.67,2
40.66 -73.905,17.62,651.89,37
41.415 -72.635,26.3,26.3,1
40.255 -74.705,180.36,180.36,1
40.79 -73.445,117.8,471.21,4
40.87 -73.31,150.3,150.3,1
40.745 -74.42,152.63,305.26,2
40.705 -74.285,19.56,19.56,1
40.8 -74.035,59.42,178.27,3
40.66 -73.825,28.13,1209.71,43
40.9 -74.235,12.87,12.87,1
40.755 -73.65,72.23,144.46,2
40.91 -74.075,90.64,271.91,3
40.685 -73.605,30.8,61.6,2
40.5 -74.19,12.96,12.96,1
40.02 -75.185,170.3,170.3,1
40.72 -74.36,107.55,645.3,6
40.915 -74.19,70.0,70.0,1
40.65 -74.185,16.3,16.3,1
40.7 -73.55,134.19,670.94,5
40.65 -74.195,168.98,337.95,2
40.845 -73.97,68.31,1844.38,27
41.145 -73.55,144.35,144.35,1
40.86 -73.88,30.84,2158.74,70
40.77 -74.075,48.3,338.07,7
38.495 -70.715,9.8,9.8,1
40.765 -74.075,71.87,4456.24,62
40.68 -73.615,13.9,69.5,5
40.72 -74.355,111.23,1223.51,11
40.925 -73.97,67.76,271.04,4
40.61 -73.925,20.25,1174.5,58
40.775 -74.145,51.53,257.63,5
41.195 -73.195,67.8,67.8,1
40.8 -73.695,99.44,298.31,3
41.22 -73.725,162.51,1300.05,8
40.915 -73.995,25.8,25.8,1
45.25 -67.535,15.3,15.3,1
40.93 -73.75,72.43,434.59,6
40.625 -74.32,0.3,0.3,1
40.75 -74.07,9.73,19.46,2
41.045 -73.77,120.77,362.3,3
40.93 -73.95,122.3,122.3,1
40.905 -74.4,8.8,8.8,1
40.96 -73.69,188.3,188.3,1
40.645 -74.36,202.88,202.88,1
40.765 -73.915,14.13,240385.41,17010
40.71 -73.67,72.3,144.6,2
41.155 -73.86,162.65,487.95,3
41.075 -73.985,170.3,170.3,1
40.655 -73.545,62.07,124.14,2
40.725 -73.735,27.02,189.14,7
40.755 -73.965,13.88,6371470.44,459047
40.31 -73.59,14.8,14.8,1
45.275 -83.01,8.16,8.16,1
40.835 -73.9,13.46,955.4,71
40.76 -74.3,53.65,107.3,2
40.83 -74.195,89.23,356.94,4
40.275 -74.24,19.3,19.3,1
40.4 -74.31,80.8,80.8,1
40.645 -73.615,111.9,111.9,1
40.935 -74.065,0.3,0.3,1
40.855 -73.255,187.8,375.6,2
40.71 -73.94,15.99,254262.56,15901
40.675 -73.895,20.43,7068.56,346
40.735 -73.72,23.62,708.62,30
39.89 -74.555,41.4,41.4,1
40.705 -73.8,20.06,3470.31,173
41.09 -74.14,115.67,231.34,2
40.65 -73.905,15.18,227.7,15
40.7 -73.845,27.23,136.13,5
40.6 -74.09,11.8,11.8,1
40.64 -73.985,16.66,1999.09,120
40.835 -74.025,25.3,25.3,1
33.13 -81.87,6.3,6.3,1
40.64 -73.875,31.76,222.3,7
40.875 -73.94,16.08,96.46,6
40.835 -73.775,9.14,118.77,13
40.33 -74.645,132.35,132.35,1
40.645 -73.93,16.1,740.4,46
40.77 -73.71,85.4,341.59,4
40.98 -73.515,30.3,30.3,1
44.09 -75.805,16.56,16.56,1
41.15 -73.49,240.96,240.96,1
36.615 -76.445,6.8,6.8,1
40.65 -73.695,87.83,263.5,3
40.83 -74.055,94.26,94.26,1
41.23 -73.7,216.96,216.96,1
40.77 -74.28,78.32,156.65,2
40.74 -74.13,12.84,25.67,2
40.52 -74.03,9.8,9.8,1
37.345 -76.615,8.8,8.8,1
40.94 -74.255,116.05,232.1,2
40.815 -74.1,94.54,472.71,5
40.725 -73.755,37.28,5218.86,140
40.905 -74.21,12.8,12.8,1
40.58 -73.905,15.96,15.96,1
40.455 -74.44,155.55,311.1,2
40.705 -74.245,89.15,89.15,1
40.75 -73.625,100.3,100.3,1
40.775 -73.785,18.33,128.3,7
40.64 -73.74,30.59,214.14,7
40.62 -73.91,56.23,281.16,5
41.11 -74.1,8.85,61.92,7
40.86 -74.06,77.86,311.45,4
40.665 -74.045,14.8,29.6,2
40.545 -74.39,202.3,202.3,1
40.79 -74.06,42.35,889.34,21
40.98 -74.025,131.8,131.8,1
40.705 -73.45,75.3,75.3,1
40.905 -73.935,9.8,9.8,1
40.745 -73.705,15.44,2100.06,136
40.665 -73.97,21.4,42.8,2
40.895 -74.05,86.08,1119.06,13
40.905 -73.83,27.97,83.9,3
40.835 -74.1,79.38,555.64,7
44.195 -64.815,19.12,19.12,1
40.865 -74.105,52.59,105.19,2
40.72 -735.2,28.5,28.5,1
39.405 -76.935,8.3,8.3,1
40.75 -74.16,24.3,24.3,1
40.7 -73.985,17.58,173357.65,9859
40.68 -74.275,55.84,55.84,1
40.705 -73.785,16.05,176.58,11
40.845 -73.785,32.88,427.41,13
41.065 -73.55,20.3,20.3,1
40.825 -73.925,18.43,44837.12,2433
40.825 -74.12,55.33,221.33,4
24.635 -77.365,4.8,4.8,1
40.32 -74.66,259.8,519.6,2
40.825 -73.875,22.17,2460.89,111
41.035 -73.505,210.3,210.3,1
37.97 -70.775,7.8,7.8,1
40.765 -73.74,39.12,195.58,5
40.83 -73.685,38.05,76.1,2
40.765 -73.945,19.75,24465.69,1239
40.895 -74.015,79.14,712.28,9
40.69 -74.335,77.97,233.91,3
41.54 -73.045,200.3,200.3,1
40.795 -73.855,14.34,43.02,3
40.64 -74.015,18.61,4279.64,230
40.86 -74.21,17.16,17.16,1
39.11 -76.525,14.16,14.16,1
40.39 -74.12,120.35,120.35,1
19.87 -52.09,7.3,7.3,1
40.855 -73.825,20.6,782.82,38
40.715 -74.285,8.76,8.76,1
40.9 -73.91,21.37,277.75,13
40.775 -74.095,8.05,32.2,4
40.74 -73.92,16.44,33154.79,2017
40.87 -74.36,29.8,29.8,1
59.83 -64.27,21.0,21.0,1
40.865 -73.99,64.12,192.35,3
40.46 -74.4,192.8,385.6,2
40.33 -74.275,342.38,684.75,2
41.12 -73.385,245.3,245.3,1
40.65 -73.9,31.54,346.95,11
40.895 -73.8,26.2,78.6,3
40.695 -74.23,40.8,40.8,1
40.755 -74.12,8.3,8.3,1
40.56 -73.805,9.8,9.8,1
40.58 -73.89,15.18,91.06,6
40.93 -74.09,102.5,102.5,1
40.675 -73.85,18.74,149.9,8
40.68 -73.975,16.94,475090.68,28047
40.68 -74.11,8.88,62.16,7
40.59 -74.16,8.98,17.96,2
39.095 -67.78,6.8,6.8,1
38.98 -70.435,10.05,10.05,1
40.575 -73.92,26.16,26.16,1
40.54 -74.53,0.3,0.3,1
41.17 -73.83,53.8,161.4,3
40.74 -73.145,165.8,165.8,1
40.85 -73.885,18.36,1156.9,63
40.98 -74.415,195.3,195.3,1
40.565 -74.385,236.3,236.3,1
40.695 -74.415,71.88,143.76,2
40.795 -73.44,100.8,201.6,2
40.645 -73.635,24.3,72.9,3
40.685 -73.685,43.62,436.16,10
41.075 -73.595,125.3,125.3,1
40.715 -73.945,14.8,180899.38,12221
40.8 -73.795,35.53,142.14,4
40.845 -74.14,62.35,249.4,4
32.935 -68.535,8.8,8.8,1
40.81 -73.695,113.96,569.79,5
40.9 -73.815,110.69,664.14,6
40.705 -74.06,32.04,352.44,11
40.725 -73.685,90.3,90.3,1
40.63 -74.085,7.68,30.7,4
40.84 -74.375,25.55,51.1,2
40.77 -73.915,19.51,192454.23,9865
40.565 -73.71,9.91,29.72,3
40.775 -73.85,40.03,120.09,3
40.615 -73.95,18.85,490.12,26
40.855 -74.265,18.3,18.3,1
43.05 -77.1,28.3,28.3,1
40.625 -73.745,82.8,82.8,1
40.54 -74.36,143.93,287.86,2
40.55 -73.76,9.9,9.9,1
40.78 -74.45,235.3,235.3,1
40.415 -73.73,14.76,14.76,1
40.735 -74.265,89.47,447.36,5
40.895 -74.265,81.5,81.5,1
40.625 -74.045,11.0,11.0,1
40.875 -74.445,82.05,328.2,4
41.0 -73.655,111.9,223.8,2
40.615 -74.07,23.39,210.54,9
40.88 -73.91,17.44,3087.71,177
40.82 -73.895,16.86,2495.71,148
39.045 -79.875,5.3,5.3,1
40.315 -74.655,418.25,836.5,2
40.91 -73.985,80.97,242.9,3
40.84 -73.935,15.96,7551.41,473
40.7 -73.72,25.8,77.4,3
40.825 -74.37,10.8,10.8,1
40.805 -73.655,74.0,148.0,2
40.88 -73.895,20.19,343.31,17
40.78 -74.28,70.05,70.05,1
40.65 -73.63,92.75,185.51,2
40.63 -73.735,31.53,94.6,3
40.365 -74.15,140.8,140.8,1
41.445 -75.275,19.0,19.0,1
40.885 -73.96,45.08,90.16,2
40.915 -74.045,23.13,69.4,3
41.0 -73.815,0.3,0.3,1
40.625 -73.9,21.88,131.26,6
40.635 -74.09,20.64,82.56,4
29.25 -88.37,13.3,13.3,1
40.67 -74.145,12.55,25.1,2
40.915 -74.04,63.41,443.89,7
40.64 -74.04,24.33,97.31,4
40.645 -73.975,20.56,36136.4,1758
40.805 -73.18,179.05,179.05,1
30.485 -54.85,11.0,11.0,1
40.745 -74.19,20.8,20.8,1
41.015 -73.875,104.65,523.27,5
43.07 -70.78,14.3,14.3,1
40.845 -74.125,107.48,429.94,4
40.68 -74.2,115.3,115.3,1
40.715 -73.795,17.84,4583.69,257
40.89 -73.995,14.12,70.58,5
40.86 -74.305,8.4,42.0,5
39.49 -74.215,9.9,9.9,1
41.035 -73.635,114.62,229.25,2
40.845 -73.87,15.04,571.61,38
40.875 -74.215,16.33,32.66,2
40.78 -73.645,32.55,65.1,2
41.09 -73.82,8.3,8.3,1
40.76 -73.325,115.84,115.84,1
40.59 -74.63,195.3,390.6,2
40.695 -74.18,79.99,40956.06,512
40.725 -74.115,65.03,195.1,3
40.75 -74.015,13.05,809.07,62
41.13 -74.035,8.57,60.0,7
40.6 -73.94,23.13,693.93,30
40.72 -73.59,109.9,1099.0,10
40.87 -73.91,20.15,1088.13,54
40.775 -74.18,9.36,9.36,1
40.88 -73.4,219.1,219.1,1
40.755 -74.09,64.31,514.51,8
40.735 -74.08,20.33,203.27,10
40.9 -74.065,100.3,100.3,1
40.89 -74.03,59.11,295.56,5
40.81 -74.165,52.8,52.8,1
41.01 -74.175,120.3,120.3,1
34.255 -72.545,15.36,15.36,1
41.09 -73.55,17.3,17.3,1
40.58 -74.44,187.12,374.25,2
40.655 -73.795,25.31,149330.71,5899
40.87 -74.505,11.99,35.96,3
40.705 -73.735,31.15,186.88,6
40.635 -74.415,200.3,200.3,1
